1NY4	r__Root
KIO31873	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Tulasnellaceae; g__Tulasnella; s__Tulasnella calospora
ADM27055	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Desulfurococcales; f__Desulfurococcaceae; g__Ignisphaera; s__Ignisphaera aggregans
KIP12612	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Phanerochaetaceae; g__Phlebiopsis; s__Phlebiopsis gigantea
KIR54363	d__Eukaryota; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Cryptococcaceae; g__Cryptococcus; s__Cryptococcus gattii VGI
KIV78324	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__Exophiala sideris
KIY45462	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Fistulinaceae; g__Fistulina; s__Fistulina hepatica
KIY69050	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Physalacriaceae; g__Cylindrobasidium; s__Cylindrobasidium torrendii
KJA29252	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae; g__Hypholoma; s__Hypholoma sublateritium
KJB15006	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malvales; f__Malvaceae; g__Gossypium; s__Gossypium raimondii
KJB27706	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malvales; f__Malvaceae; g__Gossypium; s__Gossypium raimondii
KJH49058	d__Eukaryota; p__Nematoda; c__Chromadorea; o__Strongylida; f__Dictyocaulidae; g__Dictyocaulus; s__Dictyocaulus viviparus
KJK62941	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus parasiticus
ADZ95644	d__Eukaryota; p__Microsporidia
KJR72162	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales; f__Thermoproteaceae; g__Vulcanisaeta; s__Vulcanisaeta sp. AZ3
KKA26499	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Ceratocystidaceae; g__Thielaviopsis; s__Thielaviopsis punctulata
KKF94527	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Ceratocystidaceae; g__Ceratocystis; s__Ceratocystis platani
KKK17146	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus ochraceoroseus
KKK41561	d__Archaea; p__Candidatus Lokiarchaeota
KKK45848	d__Archaea; p__Candidatus Lokiarchaeota
KKY30575	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Diaporthaceae; g__Diaporthe; s__Diaporthe ampelina
KLO11891	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Schizoporaceae; g__Schizopora; s__Schizopora paradoxa
KMK56048	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus fumigatus
KMZ71242	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Alismatales; f__Zosteraceae; g__Zostera; s__Zostera marina
AEC10961	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Ericales; f__Theaceae; g__Camellia; s__Camellia sinensis
KMZ73331	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Alismatales; f__Zosteraceae; g__Zostera; s__Zostera marina
KNC27421	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Calliphoridae; g__Lucilia; s__Lucilia cuprina
KNE68153	d__Eukaryota; p__Blastocladiomycota; c__Blastocladiomycetes; o__Blastocladiales; f__Blastocladiaceae; g__Allomyces; s__Allomyces macrogynus
KNH04191	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea
KNH07398	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea
KNZ52121	d__Eukaryota; p__Basidiomycota; c__Pucciniomycetes; o__Pucciniales; f__Pucciniaceae; g__Puccinia; s__Puccinia sorghi
KOF63921	d__Eukaryota; p__Mollusca; c__Cephalopoda; o__Octopoda; f__Octopodidae; g__Octopus; s__Octopus bimaculoides
KON26929	d__Archaea; p__Candidatus Bathyarchaeota
KON29100	d__Archaea; p__Candidatus Bathyarchaeota
KON34384	d__Archaea; p__Candidatus Bathyarchaeota
AEE93640	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Sulfolobales; f__Sulfolobaceae; g__Acidianus; s__Acidianus hospitalis
KOO34391	d__Eukaryota; p__Haptista; c__Haptophyta; o__Prymnesiales; f__Chrysochromulinaceae; g__Chrysochromulina; s__Chrysochromulina tobinii
KOS17642	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Escovopsis; s__Escovopsis weberi
KOS46810	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium nordicum
KPA40641	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium langsethiae
KPI83847	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea; o__Trypanosomatida; f__Trypanosomatidae; g__Leptomonas; s__Leptomonas seymouri
KPM10419	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Sarcoptiformes; f__Sarcoptidae; g__Sarcoptes; s__Sarcoptes scabiei
KPM39948	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Neonectria; s__Neonectria ditissima
KPP72261	d__Eukaryota; p__Chordata; c__Actinopteri; o__Osteoglossiformes; f__Osteoglossidae; g__Scleropages; s__Scleropages formosus
KPV62993	d__Archaea; p__Candidatus Bathyarchaeota
KQC03334	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoculleus; s__Methanoculleus sp. SDB
AEL28878	d__Eukaryota; p__Arthropoda; c__Insecta; o__Lepidoptera; f__Nymphalidae; g__Heliconius; s__Heliconius melpomene
KQC10347	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae; g__Methanolinea; s__Methanolinea sp. SDB
KQK82199	d__Eukaryota; p__Chordata; c__Aves; o__Psittaciformes; f__Psittacidae; g__Amazona; s__Amazona aestiva
KQK92415	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Poaceae; g__Setaria; s__Setaria italica
KQM10604	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Methanomassiliicoccales
KQM11858	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Methanomassiliicoccales
KRH68063	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Glycine; s__Glycine max
KRH92142	d__Eukaryota; p__Microsporidia
KRO30040	d__Archaea; p__Thaumarchaeota
KRT61718	d__Archaea; p__Thaumarchaeota
KRX27376	d__Eukaryota; p__Nematoda; c__Enoplea; o__Trichinellida; f__Trichinellidae; g__Trichinella; s__Trichinella nelsoni
AEM37714	d__Eukaryota; p__Chordata; c__Actinopteri; o__Perciformes; f__Serranidae; g__Epinephelus; s__Epinephelus bruneus
KRX44328	d__Eukaryota; p__Nematoda; c__Enoplea; o__Trichinellida; f__Trichinellidae; g__Trichinella; s__Trichinella murrelli
KRY41888	d__Eukaryota; p__Nematoda; c__Enoplea; o__Trichinellida; f__Trichinellidae; g__Trichinella; s__Trichinella spiralis
KRY41890	d__Eukaryota; p__Nematoda; c__Enoplea; o__Trichinellida; f__Trichinellidae; g__Trichinella; s__Trichinella spiralis
KRY41891	d__Eukaryota; p__Nematoda; c__Enoplea; o__Trichinellida; f__Trichinellidae; g__Trichinella; s__Trichinella spiralis
KRY93821	d__Eukaryota; p__Nematoda; c__Enoplea; o__Trichinellida; f__Trichinellidae; g__Trichinella; s__Trichinella pseudospiralis
KRZ63455	d__Eukaryota; p__Nematoda; c__Enoplea; o__Trichinellida; f__Trichinellidae; g__Trichinella; s__Trichinella nativa
KRZ98042	d__Eukaryota; p__Nematoda; c__Enoplea; o__Trichinellida; f__Trichinellidae; g__Trichinella; s__Trichinella sp. T8
KRZ98043	d__Eukaryota; p__Nematoda; c__Enoplea; o__Trichinellida; f__Trichinellidae; g__Trichinella; s__Trichinella sp. T8
KTA95682	r__Root
KTB16939	r__Root
AAP80664	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Poaceae; g__Triticum; s__Triticum aestivum
AES74811	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Medicago; s__Medicago truncatula
KUF64368	d__Eukaryota
KUI56796	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Valsaceae; g__Valsa; s__Valsa mali
KUK01882	d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae
KUK45544	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanotrichaceae; g__Methanothrix; s__Methanosaeta harundinacea
KUK59650	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoculleus; s__Methanoculleus marisnigri
KUL04385	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales
KUO40434	d__Archaea; p__Euryarchaeota; c__Hadesarchaea
KUO42281	d__Archaea; p__Euryarchaeota; c__Hadesarchaea
KUO43027	d__Archaea; p__Euryarchaeota; c__Hadesarchaea
KUO84525	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales; f__Thermoproteaceae; g__Thermoproteus; s__Thermoproteus sp. CIS_19
AES89881	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Medicago; s__Medicago truncatula
KUO84967	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales; f__Thermoproteaceae; g__Vulcanisaeta; s__Vulcanisaeta sp. MG_3
KUO87633	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales; f__Thermoproteaceae; g__Thermoproteus; s__Thermoproteus sp. JCHS_4
KUO90740	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales; f__Thermoproteaceae; g__Thermocladium; s__Thermocladium sp. ECH_B
KVI09230	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Asterales; f__Asteraceae; g__Cynara; s__Cynara cardunculus
KXA89417	d__Archaea; p__Euryarchaeota
KXA90894	d__Archaea; p__Euryarchaeota
KXB00556	d__Archaea; p__Euryarchaeota
KXB01238	d__Archaea; p__Euryarchaeota
KXB01985	d__Archaea; p__Euryarchaeota
KXB04975	d__Archaea; p__Euryarchaeota
AET32703	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales; f__Thermoproteaceae; g__Pyrobaculum; s__Pyrobaculum ferrireducens
KXB05911	d__Archaea; p__Euryarchaeota
KXB06829	d__Archaea; p__Euryarchaeota
KXH69915	d__Archaea; p__Candidatus Thorarchaeota
KXH74764	d__Archaea; p__Candidatus Thorarchaeota
KXH77378	d__Archaea; p__Candidatus Thorarchaeota
KXJ95999	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Microdochiaceae; g__Microdochium; s__Microdochium bolleyi
KXN73003	d__Eukaryota; p__Zoopagomycota; c__Entomophthoromycetes; o__Entomophthorales; f__Ancylistaceae; g__Conidiobolus; s__Conidiobolus coronatus
KXN89909	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Leucoagaricus; s__Leucoagaricus sp. SymC.cos
KXS12159	d__Eukaryota; p__Chytridiomycota; c__Monoblepharidomycetes; o__Monoblepharidales; f__Gonapodyaceae; g__Gonapodya; s__Gonapodya prolifera
KXS41454	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanolobus; s__Methanolobus sp. T82-4
AFD00651	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanocellales; f__Methanocellaceae; g__Methanocella; s__Methanocella conradii
KXS96058	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Mycosphaerellaceae; g__Pseudocercospora; s__Pseudocercospora musae
KYC45064	d__Archaea; p__Euryarchaeota; c__Candidatus Methanofastidiosa
KYC51935	d__Archaea; p__Euryarchaeota; c__Candidatus Methanofastidiosa
KYC52264	d__Archaea; p__Euryarchaeota; c__Candidatus Methanofastidiosa
KYC54566	d__Archaea; p__Euryarchaeota; c__Candidatus Methanofastidiosa
KYG50465	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Teratosphaeriaceae; g__Acidomyces; s__Acidomyces sp. 'richmondensis'
KYH36088	d__Archaea; p__Candidatus Bathyarchaeota
KYH37465	d__Archaea; p__Candidatus Bathyarchaeota
KYH40709	d__Archaea; p__Candidatus Bathyarchaeota
KYH42711	d__Archaea; p__Candidatus Bathyarchaeota
AFH42440	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Fervidicoccales; f__Fervidicoccaceae; g__Fervidicoccus; s__Fervidicoccus fontis
KYK21072	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales
KYK21220	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales
KYK21881	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales
KYK25480	d__Archaea; p__Euryarchaeota
KYK27434	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales
KYK28615	d__Archaea; p__Euryarchaeota
KYK30892	d__Archaea; p__Euryarchaeota; c__Theionarchaea
KYK59892	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Drechmeria; s__Drechmeria coniospora
KYP73986	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Cajanus; s__Cajanus cajan
KYQ45688	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Lyophyllaceae; g__Hypsizygus; s__Hypsizygus marmoreus
AFP65276	d__Eukaryota
KYQ91531	d__Eukaryota; p__Evosea; c__Eumycetozoa; o__Dictyosteliales; f__Raperosteliaceae; g__Tieghemostelium; s__Tieghemostelium lacteum
KZM27071	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymellaceae; g__Ascochyta; s__Ascochyta rabiei
KZP31214	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Atheliales; f__Atheliaceae; g__Fibularhizoctonia; s__Fibularhizoctonia sp. CBS 109695
KZS93165	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Hydnodontaceae; g__Sistotremastrum; s__Sistotremastrum niveocremeum
KZT06817	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Laetiporaceae; g__Laetiporus; s__Laetiporus sulphureus
KZT30516	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Gloeophyllales; f__Gloeophyllaceae; g__Neolentinus; s__Neolentinus lepideus
KZT74768	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Fomitopsidaceae; g__Daedalea; s__Daedalea quercina
KZV75552	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophora; s__Peniophora sp. CONT
KZV88264	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__Exidiaceae; g__Exidia; s__Exidia glandulosa
KZZ88695	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Ascosphaeraceae; g__Ascosphaera; s__Ascosphaera apis
AGB85060	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Chlorellales; f__Chlorellaceae; g__Auxenochlorella; s__Auxenochlorella protothecoides
KZZ95269	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Moelleriella; s__Moelleriella libera
NP_001016950	d__Eukaryota; p__Chordata; c__Amphibia; o__Anura; f__Pipidae; g__Xenopus; s__Xenopus tropicalis
NP_001037680	d__Eukaryota; p__Arthropoda; c__Insecta; o__Lepidoptera; f__Bombycidae; g__Bombyx; s__Bombyx mori
NP_001097132	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Drosophilidae; g__Drosophila; s__Drosophila melanogaster
NP_001119669	d__Eukaryota; p__Arthropoda; c__Insecta; o__Hemiptera; f__Aphididae; g__Acyrthosiphon; s__Acyrthosiphon pisum
NP_013366	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces; s__Saccharomyces cerevisiae
NP_014810	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces; s__Saccharomyces cerevisiae
NP_201219	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Brassicales; f__Brassicaceae; g__Arabidopsis; s__Arabidopsis thaliana
NP_500115	d__Eukaryota; p__Nematoda; c__Chromadorea; o__Rhabditida; f__Rhabditidae; g__Caenorhabditis; s__Caenorhabditis elegans
NP_572568	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Drosophilidae; g__Drosophila; s__Drosophila melanogaster
AGE89252	d__Eukaryota; p__Ciliophora
NP_588343	d__Eukaryota; p__Ascomycota; c__Schizosaccharomycetes; o__Schizosaccharomycetales; f__Schizosaccharomycetaceae; g__Schizosaccharomyces; s__Schizosaccharomyces pombe
NP_651764	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Drosophilidae; g__Drosophila; s__Drosophila melanogaster
NP_986927	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Eremothecium; s__Eremothecium gossypii
OAA42769	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Metarhizium; s__Metarhizium rileyi
OAA60986	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Ophiostomatales; f__Ophiostomataceae; g__Sporothrix; s__Sporothrix insectorum
OAD00395	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor lusitanicus
OAG29563	d__Eukaryota; p__Microsporidia
OAG31013	d__Eukaryota; p__Microsporidia
OAJ01571	d__Eukaryota; p__Basidiomycota; c__Exobasidiomycetes; o__Tilletiales; f__Tilletiaceae; g__Tilletia; s__Tilletia indica
OAL19114	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Fonsecaea; s__Fonsecaea multimorphosa
AGH70211	d__Eukaryota; p__Placozoa
OAQ30121	d__Eukaryota; p__Mucoromycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella elongata
OAQ86405	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Purpureocillium; s__Purpureocillium lilacinum
OAV87884	d__Eukaryota; p__Basidiomycota; c__Pucciniomycetes; o__Pucciniales; f__Pucciniaceae; g__Puccinia; s__Puccinia triticina
OAV95815	d__Eukaryota; p__Basidiomycota; c__Pucciniomycetes; o__Pucciniales; f__Pucciniaceae; g__Puccinia; s__Puccinia triticina
OAX44739	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Rhizopogonaceae; g__Rhizopogon; s__Rhizopogon vinicolor
OAY39005	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malpighiales; f__Euphorbiaceae; g__Manihot; s__Manihot esculenta
OAY43066	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malpighiales; f__Euphorbiaceae; g__Manihot; s__Manihot esculenta
OAY43067	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malpighiales; f__Euphorbiaceae; g__Manihot; s__Manihot esculenta
OAY43366	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malpighiales; f__Euphorbiaceae; g__Manihot; s__Manihot esculenta
OAY80870	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Bromeliaceae; g__Ananas; s__Ananas comosus
AGJ74560	d__Eukaryota; p__Nematoda; c__Chromadorea; o__Rhabditida; f__Neodiplogasteridae; g__Pristionchus; s__Pristionchus bucculentus
OAY82556	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Bromeliaceae; g__Ananas; s__Ananas comosus
OAY82565	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Bromeliaceae; g__Ananas; s__Ananas comosus
OBA26285	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycodaceae; g__Hanseniaspora; s__Hanseniaspora valbyensis
OBS59983	d__Eukaryota; p__Chordata; c__Mammalia; o__Rodentia; f__Cricetidae; g__Neotoma; s__Neotoma lepida
OBS77153	d__Eukaryota; p__Chordata; c__Mammalia; o__Rodentia; f__Cricetidae; g__Neotoma; s__Neotoma lepida
OBZ85542	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Choanephoraceae; g__Choanephora; s__Choanephora cucurbitarum
OCK74551	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Mytilinidiales; f__Argynnaceae; g__Lepidopterella; s__Lepidopterella palustris
OCK76572	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Mytilinidiales; f__Argynnaceae; g__Lepidopterella; s__Lepidopterella palustris
OCK96810	d__Eukaryota; p__Ascomycota; c__Dothideomycetes
OCT46808	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__Cladophialophora carrionii
AAS55896	d__Eukaryota; p__Chordata; c__Mammalia; o__Artiodactyla; f__Suidae; g__Sus; s__Sus scrofa
AGR53509	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Araneae; f__Pisauridae; g__Dolomedes; s__Dolomedes mizhoanus
ODM17216	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus cristatus
ODN03351	d__Eukaryota; p__Arthropoda; c__Collembola; o__Entomobryomorpha; f__Orchesellidae; g__Orchesella; s__Orchesella cincta
ODN86883	d__Eukaryota; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Cryptococcaceae; g__Cryptococcus; s__Cryptococcus depauperatus
ODQ63143	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales
ODQ74413	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Lipomycetaceae; g__Lipomyces; s__Lipomyces starkeyi
ODS36901	d__Archaea; p__Candidatus Altiarchaeota
ODV88042	r__Root
ODV92704	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Trigonopsidaceae; g__Tortispora; s__Tortispora caseinolytica
ODV93588	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Pachysolen; s__Pachysolen tannophilus
OEJ89476	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycodaceae; g__Hanseniaspora; s__Hanseniaspora uvarum
AHA44497	d__Eukaryota; p__Annelida; c__Polychaeta; o__Terebellida; f__Pectinariidae; g__Pectinaria; s__Pectinaria gouldii
OEL38380	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Poaceae; g__Dichanthelium; s__Dichanthelium oligosanthes
OEU17422	d__Eukaryota; p__Bacillariophyta; c__Bacillariophyceae; o__Bacillariales; f__Bacillariaceae; g__Fragilariopsis; s__Fragilariopsis cylindrus
OEU42952	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanosarcina; s__Methanosarcina sp. Ant1
OFV67128	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales
OFX11861	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
OGD44824	d__Archaea; p__Candidatus Bathyarchaeota
OGD46304	d__Archaea; p__Candidatus Bathyarchaeota
OGD46797	d__Archaea; p__Candidatus Bathyarchaeota
OGD53654	d__Archaea; p__Candidatus Bathyarchaeota
OGD57971	d__Archaea; p__Candidatus Bathyarchaeota
AHJ25697	d__Eukaryota; p__Nemertea; c__Pilidiophora; o__Heteronemertea; f__Cerebratulidae; g__Cerebratulus; s__Cerebratulus lacteus
OGI12716	d__Archaea; p__Candidatus Micrarchaeota
OGI15814	d__Archaea; p__Candidatus Micrarchaeota
OGJ12245	d__Archaea
OGJ12720	d__Archaea
OGJ15946	d__Archaea
OGJ20187	d__Archaea
OGM02299	d__Archaea; p__Candidatus Woesearchaeota
OGS40770	d__Archaea; p__Euryarchaeota
OGS41537	d__Archaea; p__Euryarchaeota
OGS43424	d__Archaea; p__Euryarchaeota
AIB10015	d__Eukaryota; p__Cercozoa; c__Chlorarachniophyceae
OGS45597	d__Archaea; p__Euryarchaeota
OGS48912	d__Archaea; p__Euryarchaeota
OGS51308	d__Archaea; p__Euryarchaeota
OGS52810	d__Archaea; p__Euryarchaeota
OGS62782	d__Archaea; p__Euryarchaeota
OGV01948	d__Bacteria; p__Ignavibacteriae; c__Ignavibacteria
OHE56132	d__Archaea; p__Thaumarchaeota
OHS98549	d__Eukaryota; p__Parabasalia
OII71858	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Eucoccidiorida; f__Cryptosporidiidae; g__Cryptosporidium; s__Cryptosporidium ubiquitum
OII75229	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Eucoccidiorida; f__Cryptosporidiidae; g__Cryptosporidium; s__Cryptosporidium andersoni
AIE91117	d__Archaea; p__Thaumarchaeota
OIN88657	d__Archaea; p__Candidatus Aenigmarchaeota
OIO21398	d__Archaea; p__Candidatus Micrarchaeota
OIO25300	d__Archaea; p__Candidatus Micrarchaeota
OIO25769	d__Archaea; p__Candidatus Micrarchaeota
OIO26778	d__Archaea; p__Candidatus Micrarchaeota
OIO40483	d__Archaea
OIO40958	d__Archaea
OIO42906	d__Archaea
OIO43448	d__Archaea
OIO44058	d__Archaea
AIE93179	d__Archaea; p__Euryarchaeota
OIO63612	d__Archaea; p__Candidatus Woesearchaeota
OIO80258	d__Archaea
OIP20331	d__Archaea
OIQ05885	d__Archaea; p__Candidatus Altiarchaeota
OIR14368	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia
OIR16564	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia
OIR17067	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia
OIR22155	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia
OIR56959	d__Eukaryota; p__Microsporidia
OIV92259	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Lupinus; s__Lupinus angustifolius
AIE96510	d__Archaea; p__Thaumarchaeota
OIW05191	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Lupinus; s__Lupinus angustifolius
