LABELS
SEPARATOR COMMA
DATA
#NODE_ID,LABEL
1_NarI,Root | 1046724.KB889897_gene3336
1278_NarI,Aneurinibacillus aneurinilyticus ATCC 12856 | 649747.HMPREF0083_05529
1279_NarI,Brevibacillus borstelensis 3096-7 | 1444309.JAQG01000010_gene2788
1280_NarI,Brevibacillus brevis X23 | 1200792.AKYF01000010_gene2293
1281_NarI,Brevibacillus brevis X23 | 1200792.AKYF01000020_gene4952
1282_NarI,Brevibacillus laterosporus LMG 15441 | 1042163.BRLA_c027120
1283_NarI,Brevibacillus laterosporus DSM 25 | 1121121.KB894289_gene2587
1284_NarI,Gorillibacterium massiliense | 1280390.CBQR020000026_gene616
1285_NarI,Paenibacillus alvei TS-15 | 1117108.PAALTS15_13207
1286_NarI,Paenibacillus antibioticophila | 1274374.CBLK010000039_gene1597
1287_NarI,Paenibacillus curdlanolyticus YK9 | 717606.PaecuDRAFT_0873
1288_NarI,Paenibacillus curdlanolyticus YK9 | 717606.PaecuDRAFT_2769
1289_NarI,Paenibacillus fonticola DSM 21315 | 1122918.KB907247_gene4901
1290_NarI,Paenibacillus ginsengihumi DSM 21568 | 1122919.KB905555_gene999
1291_NarI,Paenibacillus ginsengihumi DSM 21568 | 1122919.KB905617_gene176
1292_NarI,Paenibacillus graminis | 189425.PGRAT_16420
1293_NarI,Paenibacillus lactis 154 | 743719.PaelaDRAFT_3160
1294_NarI,Paenibacillus larvae subsp. larvae DSM 25430 | 697284.ERIC2_c12930
1295_NarI,Paenibacillus larvae subsp. larvae DSM 25430 | 697284.ERIC2_c15380
1296_NarI,Paenibacillus larvae subsp. larvae DSM 25430 | 697284.ERIC2_c40560
1297_NarI,Paenibacillus massiliensis 2301065 = DSM 16942 | 1122921.KB898193_gene2332
1298_NarI,Paenibacillus odorifer | 189426.PODO_21425
1299_NarI,Paenibacillus peoriae KCTC 3763 | 1087481.AGFX01000011_gene3547
1300_NarI,Paenibacillus peoriae KCTC 3763 | 1087481.AGFX01000041_gene682
1301_NarI,Paenibacillus polymyxa M1 | 1052684.PPM_3621
1302_NarI,Paenibacillus polymyxa E681 | 349520.PPE_03385
1303_NarI,Paenibacillus sp. 7523-1 | tr|A0A268AW69|A0A268AW69_9BACL
1304_NarI,Paenibacillus sp. A9 | 1284352.AOIG01000008_gene2292
1305_NarI,Paenibacillus sp. FSL H7-0357 | 1536774.H70357_17745
1306_NarI,Paenibacillus sp. FSL P4-0081 | 1536769.P40081_08780
1307_NarI,Paenibacillus sp. FSL R7-0273 | 1536772.R70723_16055
1308_NarI,Paenibacillus sp. JDR-2 | 324057.Pjdr2_0488
1309_NarI,Paenibacillus sp. JNUCC-31 | tr|A0A7M2A9T4|A0A7M2A9T4_9BACL
1310_NarI,Paenibacillus sp. MYb63 | tr|A0A2S8X4V3|A0A2S8X4V3_9BACL
1311_NarI,Paenibacillus sp. OSY-SE | 1196323.ALKF01000180_gene1730
1312_NarI,Paenibacillus sp. UASWS1643 | tr|A0A5M9U0I6|A0A5M9U0I6_9BACL
1313_NarI,Paenibacillus sp. oral taxon 786 str. D14 | 621372.ACIH01000026_gene4135
1314_NarI,Paenibacillus terrae HPL-003 | 985665.HPL003_26590
1315_NarI,Paenibacillus terrigena DSM 21567 | 1122927.KB895419_gene2560
1316_NarI,Paenibacillus tyrfis | 1501230.ET33_13070
1317_NarI,Paenibacillus wynnii | 268407.PWYN_21895
1318_NarI,Paenibacillus xylanilyticus | tr|A0A7Y6C0E9|A0A7Y6C0E9_9BACL
1319_NarI,Bhargavaea cecembensis DSE10 | 1235279.C772_00187
1320_NarI,Bhargavaea cecembensis DSE10 | 1235279.C772_02758
1321_NarI,Kurthia huakuii LAM0618 | 1334046.AYTB01000002_gene1978
1322_NarI,Kurthia massiliensis | 1033739.CAEU01000009_gene2076
1323_NarI,Kurthia senegalensis | 1033740.CAEW01000011_gene2222
1324_NarI,Kurthia sp. Dielmo | 1033738.CAEP01000003_gene2166
1325_NarI,Paenisporosarcina sp. HGH0030 | 1078085.HMPREF1210_01784
1326_NarI,Paenisporosarcina sp. TG-14 | 1231057.AMGD01000056_gene153
1327_NarI,Paenisporosarcina sp. TG-14 | 1231057.AMGD01000108_gene343
1328_NarI,Planococcus antarcticus DSM 14505 | 1185653.A1A1_09111
1329_NarI,Planococcus donghaensis MPA1U2 | 933115.GPDM_15874
1330_NarI,Planococcus glaciei CHR43 | 1273538.G159_14005
1331_NarI,Planococcus glaciei CHR43 | 1273538.G159_15735
1332_NarI,Planococcus sp. PAMC 21323 | 1526927.Plano_2428
1333_NarI,Sporosarcina newyorkensis 2681 | 1027292.HMPREF9372_1374
1334_NarI,Sporosarcina newyorkensis 2681 | 1027292.HMPREF9372_1466
1335_NarI,Sporosarcina sp. D27 | 1382305.AZUC01000013_gene2787
1336_NarI,Sporosarcina sp. D27 | 1382305.AZUC01000056_gene2092
1337_NarI,Sporosarcina sp. EUR3 2.2.2 | 1305836.AXVE01000011_gene666
1338_NarI,Sporosarcina ureae DSM 2281 | 1123290.AUDQ01000005_gene151
1339_NarI,Sporosarcina ureae DSM 2281 | 1123290.AUDQ01000005_gene61
1340_NarI,Ureibacillus manganicus DSM 26584 | 1384049.CD29_02205
1341_NarI,Ureibacillus massiliensis 4400831 = CIP 108448 = CCUG 49529 | 1211035.CD30_01195
1342_NarI,Ureibacillus thermosphaericus str. Thermo-BF | 1160707.AJIK01000003_gene673
1343_NarI,Viridibacillus arenosi FSL R5-213 | 1227360.C176_03743
1344_NarI,Sporolactobacillus vineae DSM 21990 = SL153 | 1123284.KB899048_gene1586
1345_NarI,Tuberibacillus calidus DSM 17572 | 1123405.AUMM01000004_gene699
1346_NarI,Tuberibacillus calidus DSM 17572 | 1123405.AUMM01000023_gene1959
1347_NarI,Tuberibacillus calidus DSM 17572 | 1123405.AUMM01000023_gene1976
1348_NarI,Macrococcus caseolyticus JCSC5402 | 458233.MCCL_0139
1349_NarI,Mammaliicoccus lentus F1142 | 1179226.AJXO01000051_gene2756
1350_NarI,Mammaliicoccus vitulinus F1028 | 1167632.AJTR01000017_gene1469
1351_NarI,Staphylococcus agnetis | 985762.SAGN_07108
1352_NarI,Staphylococcus aureus | 1280.SAXN108_2649
1353_NarI,Staphylococcus capitis C87 | 435838.HMPREF0786_01164
1354_NarI,Staphylococcus caprae M23864:W1 | 525378.HMPREF0793_0496
1355_NarI,Staphylococcus carnosus subsp. carnosus TM300 | 396513.SCA_1891
1356_NarI,Staphylococcus epidermidis RP62A | 176279.SERP1984
1357_NarI,Staphylococcus equorum subsp. equorum Mu2 | 1159488.SEQMU2_09615
1358_NarI,Staphylococcus haemolyticus JCSC1435 | 279808.SH0657
1359_NarI,Staphylococcus hominis SK119 | 629742.STAHO0001_1150
1360_NarI,Staphylococcus hominis | tr|A0A533IZA9|A0A533IZA9_STAHO
1361_NarI,Staphylococcus intermedius NCTC 11048 | 1141106.CAIB01000106_gene819
1362_NarI,Staphylococcus lugdunensis N920143 | 1034809.SLUG_06000
1363_NarI,Staphylococcus massiliensis S46 | 1229783.C273_08781
1364_NarI,Staphylococcus pettenkoferi VCU012 | 904314.SEVCU012_1934
1365_NarI,Staphylococcus simulans UMC-CNS-990 | 1405498.SSIM_02780
1366_NarI,Staphylococcus sp. E463 | 1234593.ANBY01000059_gene2433
1367_NarI,Staphylococcus sp. HGB0015 | 1078083.HMPREF1208_01981
1368_NarI,Staphylococcus warneri SG1 | 1194526.A284_02470
1369_NarI,Staphylococcus warneri L37603 | 596319.STAWA0001_1728
1370_NarI,Staphylococcus xylosus | 1288.SXYLSMQ121_0537
1371_NarI,Desmospora sp. 8437 | 997346.HMPREF9374_2437
1372_NarI,Laceyella sacchari 1-1 | 1341151.ASZU01000008_gene1406
1373_NarI,Shimazuella kribbensis DSM 45090 | 1123252.ATZF01000015_gene1802
1374_NarI,Thermoactinomyces daqus | 1329516.JPST01000014_gene569
1375_NarI,Agrilactobacillus composti DSM 18527 = JCM 14202 | 1423734.JCM14202_389
1376_NarI,Companilactobacillus nodensis DSM 19682 = JCM 14932 = NBRC 107160 | 1423775.BAMN01000006_gene1037
1377_NarI,Companilactobacillus nodensis DSM 19682 = JCM 14932 = NBRC 107160 | 1423775.BAMN01000006_gene1038
1378_NarI,Companilactobacillus versmoldensis DSM 14857 = KCTC 3814 | 1423815.BACR01000043_gene2107
1379_NarI,Lactiplantibacillus pentosus KCA1 | 1136177.KCA1_1277
1380_NarI,Lactiplantibacillus plantarum WCFS1 | 220668.lp_1500
1381_NarI,Lentilactobacillus farraginis DSM 18382 = JCM 14108 | 1423743.JCM14108_360
1382_NarI,Lentilactobacillus parafarraginis F0439 | 797515.HMPREF9103_03128
1383_NarI,Limosilactobacillus antri DSM 16041 | 525309.HMPREF0494_1231
1384_NarI,Limosilactobacillus fermentum IFO 3956 | 334390.LAF_1059
1385_NarI,Limosilactobacillus reuteri subsp. rodentium | 349123.Lreu23DRAFT_3822
1386_NarI,Loigolactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001 | 913848.AELK01000192_gene511
1387_NarI,Sulfobacillus acidophilus TPY | 1051632.TPY_3518
1388_NarI,Sulfobacillus acidophilus TPY | 1051632.TPY_3590
1389_NarI,Sulfobacillus acidophilus TPY | 1051632.TPY_3660
1390_NarI,Desulfoscipio gibsoniae DSM 7213 | 767817.Desgi_1922
1391_NarI,Desulfoscipio gibsoniae DSM 7213 | 767817.Desgi_4650
1392_NarI,Desulfotruncus alcoholivorax DSM 16058 | 1121422.AUMW01000012_gene2982
1393_NarI,Heliomicrobium modesticaldum Ice1 | 498761.HM1_0890
1394_NarI,Candidatus Desulforudis audaxviator MP104C | 477974.Daud_2192
1395_NarI,Dehalobacter sp. FTH1 | 1035308.AQYY01000001_gene1423
1396_NarI,Desulfitobacterium dehalogenans ATCC 51507 | 756499.Desde_0262
1397_NarI,Desulfitobacterium dehalogenans ATCC 51507 | 756499.Desde_0270
1398_NarI,Desulfitobacterium dehalogenans ATCC 51507 | 756499.Desde_2311
1399_NarI,Desulfitobacterium dehalogenans ATCC 51507 | 756499.Desde_3887
1400_NarI,Desulfitobacterium dichloroeliminans LMG P-21439 | 871963.Desdi_0238
1401_NarI,Desulfitobacterium dichloroeliminans LMG P-21439 | 871963.Desdi_0246
1402_NarI,Desulfitobacterium dichloroeliminans LMG P-21439 | 871963.Desdi_3260
1403_NarI,Desulfitobacterium hafniense Y51 | 138119.DSY0305
1404_NarI,Desulfitobacterium hafniense Y51 | 138119.DSY0312
1405_NarI,Desulfitobacterium hafniense Y51 | 138119.DSY0337
1406_NarI,Desulfitobacterium hafniense Y51 | 138119.DSY1713
1407_NarI,Desulfitobacterium hafniense Y51 | 138119.DSY2486
1408_NarI,Desulfitobacterium hafniense Y51 | 138119.DSY3365
1409_NarI,Desulfitobacterium hafniense Y51 | 138119.DSY4518
1410_NarI,Desulfitobacterium metallireducens DSM 15288 | 871968.DESME_07005
1411_NarI,Desulfofalx alkaliphila DSM 12257 | 1121423.JONT01000003_gene1101
1412_NarI,Desulfofalx alkaliphila DSM 12257 | 1121423.JONT01000008_gene761
1413_NarI,Desulfofarcimen acetoxidans DSM 771 | 485916.Dtox_0075
1414_NarI,Desulfofundulus kuznetsovii DSM 6115 | 760568.Desku_0184
1415_NarI,Desulfofundulus kuznetsovii DSM 6115 | 760568.Desku_3487
1416_NarI,Desulfofundulus thermocisternus DSM 10259 | 1121430.JMLG01000002_gene1278
1417_NarI,Desulfofundulus thermocisternus DSM 10259 | 1121430.JMLG01000004_gene895
1418_NarI,Desulforamulus hydrothermalis Lam5 = DSM 18033 | 1121428.DESHY_110280___1
1419_NarI,Desulforamulus hydrothermalis Lam5 = DSM 18033 | 1121428.DESHY_30073___1
1420_NarI,Desulforamulus reducens MI-1 | 349161.Dred_1445
1421_NarI,Desulforamulus reducens MI-1 | 349161.Dred_3199
1422_NarI,Desulforamulus ruminis DSM 2154 | 696281.Desru_2597
1423_NarI,Desulforamulus ruminis DSM 2154 | 696281.Desru_3514
1424_NarI,Desulforamulus ruminis DSM 2154 | 696281.Desru_3736
1425_NarI,Desulfosporosinus acidiphilus SJ4 | 646529.Desaci_1652
1426_NarI,Desulfosporosinus acidiphilus SJ4 | 646529.Desaci_1854
1427_NarI,Desulfosporosinus acidiphilus SJ4 | 646529.Desaci_2281
1428_NarI,Desulfosporosinus acidiphilus SJ4 | 646529.Desaci_2311
1429_NarI,Desulfosporosinus acidiphilus SJ4 | 646529.Desaci_3008
1430_NarI,Desulfosporosinus meridiei DSM 13257 | 768704.Desmer_1641
1431_NarI,Desulfosporosinus meridiei DSM 13257 | 768704.Desmer_1885
1432_NarI,Desulfosporosinus meridiei DSM 13257 | 768704.Desmer_2485
1433_NarI,Desulfosporosinus meridiei DSM 13257 | 768704.Desmer_2571
1434_NarI,Desulfosporosinus orientis DSM 765 | 768706.Desor_1290
1435_NarI,Desulfosporosinus orientis DSM 765 | 768706.Desor_1698
1436_NarI,Desulfosporosinus orientis DSM 765 | 768706.Desor_2403
1437_NarI,Desulfosporosinus orientis DSM 765 | 768706.Desor_3219
1438_NarI,Desulfosporosinus orientis DSM 765 | 768706.Desor_3307
1439_NarI,Desulfosporosinus sp. HMP52 | 1487923.DP73_20905
1440_NarI,Desulfosporosinus sp. OT | 913865.DOT_2386
1441_NarI,Desulfosporosinus sp. OT | 913865.DOT_3417
1442_NarI,Desulfosporosinus sp. OT | 913865.DOT_3963
1443_NarI,Desulfosporosinus sp. OT | 913865.DOT_4935
1444_NarI,Desulfosporosinus youngiae DSM 17734 | 768710.DesyoDRAFT_1500
1445_NarI,Desulfosporosinus youngiae DSM 17734 | 768710.DesyoDRAFT_1676
1446_NarI,Desulfosporosinus youngiae DSM 17734 | 768710.DesyoDRAFT_2901
1447_NarI,Desulfosporosinus youngiae DSM 17734 | 768710.DesyoDRAFT_3014
1448_NarI,Desulfotomaculum nigrificans DSM 574 | 696369.KI912183_gene1006
1449_NarI,Desulfotomaculum nigrificans CO-1-SRB | 868595.Desca_2679
1450_NarI,Desulfurispora thermophila DSM 16022 | 1121472.AQWN01000008_gene1958
1451_NarI,Pelotomaculum thermopropionicum SI | 370438.PTH_0192
1452_NarI,Pelotomaculum thermopropionicum SI | 370438.PTH_0690
1453_NarI,Pelotomaculum thermopropionicum SI | 370438.PTH_1554
1454_NarI,Symbiobacterium thermophilum IAM 14863 | 292459.STH623
1455_NarI,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311 | 335541.Swol_0698
1456_NarI,Syntrophothermus lipocalidus DSM 12680 | 643648.Slip_1416
1457_NarI,Ammonifex degensii KC4 | 429009.Adeg_0033
1458_NarI,Carboxydothermus hydrogenoformans Z-2901 | 246194.CHY_1327
1459_NarI,Carboxydothermus hydrogenoformans Z-2901 | 246194.CHY_2401
1460_NarI,Carboxydothermus hydrogenoformans Z-2901 | 246194.CHY_2404
1461_NarI,Desulfovirgula thermocuniculi DSM 16036 | 1121468.AUBR01000022_gene2806
1462_NarI,Desulfovirgula thermocuniculi DSM 16036 | 1121468.AUBR01000069_gene1117
1463_NarI,Moorella thermoacetica ATCC 39073 | 264732.Moth_1602
1464_NarI,Moorella thermoacetica ATCC 39073 | 264732.Moth_1634
1465_NarI,Thermodesulfobium narugense DSM 14796 | 747365.Thena_0097
1466_NarI,Thermodesulfobium narugense DSM 14796 | 747365.Thena_1325
1467_NarI,Thermodesulfobium narugense DSM 14796 | 747365.Thena_1370
1468_NarI,Centipeda periodontii DSM 2778 | 888060.HMPREF9081_0697
1469_NarI,Mitsuokella jalaludinii DSM 13811 | 1410665.JNKR01000001_gene577
1470_NarI,Mitsuokella multacida DSM 20544 | 500635.MITSMUL_04575
1471_NarI,Mitsuokella sp. oral taxon 131 str. W9106 | 1321781.HMPREF1985_01112
1472_NarI,Selenomonas infelix ATCC 43532 | 679201.HMPREF9334_01060
1473_NarI,Selenomonas noxia ATCC 43541 | 585503.HMPREF7545_0583
1474_NarI,Selenomonas ruminantium subsp. lactilytica TAM6421 | 927704.SELR_28010
1475_NarI,Selenomonas sp. ND2010 | 1410618.JNKI01000013_gene827
1476_NarI,Selenomonas sp. oral taxon 137 str. F0430 | 879310.HMPREF9162_1526
1477_NarI,Selenomonas sp. oral taxon 149 str. 67H29BP | 864563.HMPREF9166_1410
1478_NarI,Selenomonas sputigena ATCC 35185 | 546271.Selsp_0713
1479_NarI,Acetonema longum DSM 6540 | 1009370.ALO_03886
1480_NarI,Acetonema longum DSM 6540 | 1009370.ALO_03921
1481_NarI,Pelosinus fermentans DSM 17108 | 1122947.FR7_3927
1482_NarI,Pelosinus sp. UFO1 | 484770.UFO1_1544
1483_NarI,Thermosinus carboxydivorans Nor1 | 401526.TcarDRAFT_1147
1484_NarI,Thermosinus carboxydivorans Nor1 | 401526.TcarDRAFT_1541
1485_NarI,Veillonella atypica KON | 1128111.HMPREF0870_01440
1486_NarI,Veillonella magna DSM 19857 | 1123489.AUAN01000024_gene523
1487_NarI,Veillonella montpellierensis DNF00314 | 1401067.HMPREF0872_06985
1488_NarI,Veillonella parvula DSM 2008 | 479436.Vpar_0225
1489_NarI,Veillonella seminalis ACS-216-V-Col6b | 883156.HMPREF9282_01027
1490_NarI,Veillonella sp. AS16 | 936589.HMPREF1521_1323
1491_NarI,Veillonella sp. oral taxon 158 str. F0412 | 879309.HMPREF9199_0256
1492_NarI,Veillonella sp. oral taxon 780 str. F0422 | 944564.HMPREF9200_0801
1493_NarI,Ignavibacteriales | tr|A0A2M7I3M9|A0A2M7I3M9_9BACT
1494_NarI,Ignavibacteriales | tr|A0A2M7ZKB0|A0A2M7ZKB0_9BACT
1495_NarI,Ignavibacteriales | tr|A0A3B8RR59|A0A3B8RR59_9BACT
1496_NarI,Ignavibacteriaceae | tr|A0A7Y5FG34|A0A7Y5FG34_9BACT
1497_NarI,Ignavibacterium sp. | tr|A0A6L3ZKA1|A0A6L3ZKA1_9BACT
1498_NarI,Thermodesulfovibrio thiophilus DSM 17215 | 1123376.AUIU01000011_gene913
1499_NarI,Thermodesulfovibrio thiophilus DSM 17215 | 1123376.AUIU01000013_gene1898
1500_NarI,Thermodesulfovibrio thiophilus DSM 17215 | 1123376.AUIU01000015_gene470
1501_NarI,Thermodesulfovibrio yellowstonii DSM 11347 | 289376.THEYE_A0005
1502_NarI,Thermodesulfovibrio yellowstonii DSM 11347 | 289376.THEYE_A1285
1503_NarI,Thermodesulfovibrio yellowstonii DSM 11347 | 289376.THEYE_A1777
1504_NarI,Thermodesulfovibrio yellowstonii DSM 11347 | 289376.THEYE_A1829
1505_NarI,Acidithiobacillus caldus ATCC 51756 | 637389.Acaty_c1761
1506_NarI,Acidithiobacillus ferrivorans SS3 | 743299.Acife_1457
1507_NarI,Acidithiobacillus ferrooxidans ATCC 53993 | 380394.Lferr_2882
1508_NarI,Thermithiobacillus tepidarius DSM 3134 | 1123368.AUIS01000008_gene2172
1509_NarI,Thermithiobacillus tepidarius DSM 3134 | 1123368.AUIS01000008_gene2183
1510_NarI,Candidatus Puniceispirillum marinum IMCC1322 | 488538.SAR116_0321
1511_NarI,Candidatus Puniceispirillum marinum IMCC1322 | 488538.SAR116_1745
1512_NarI,Asticcacaulis sp. AC460 | 1282360.ABAC460_18025
1513_NarI,Brevundimonas aveniformis DSM 17977 | 1121123.AUAO01000001_gene762
1514_NarI,Brevundimonas diminuta (Pseudomonas diminuta) | tr|A0A1Z3LTR3|A0A1Z3LTR3_BREDI
1515_NarI,Brevundimonas sp. BAL3 | 391600.ABRU01000043_gene2670
1516_NarI,Caulobacter sp. B11 | tr|A0A2G4JST6|A0A2G4JST6_9CAUL
1517_NarI,Caulobacter sp. FWC26 | tr|A0A3Q9IEV2|A0A3Q9IEV2_9CAUL
1518_NarI,Caulobacter sp. K31 | 366602.Caul_3867
1519_NarI,Phenylobacterium kunshanense | tr|A0A328BJV0|A0A328BJV0_9CAUL
1520_NarI,Phenylobacterium soli | tr|A0A328AK04|A0A328AK04_9CAUL
1521_NarI,Phenylobacterium sp. | tr|A0A2D7ZGY3|A0A2D7ZGY3_9CAUL
1522_NarI,Phenylobacterium sp. | tr|A0A521PIV8|A0A521PIV8_9CAUL
1523_NarI,Phenylobacterium sp. | tr|A0A8H9XKZ4|A0A8H9XKZ4_9CAUL
1524_NarI,Phenylobacterium zucineum HLK1 | 450851.PHZ_c0688
1525_NarI,Phenylobacterium zucineum | tr|A0A2W5N5B9|A0A2W5N5B9_9CAUL
1526_NarI,Rhizobiales bacterium YIM 77505 | 1411123.JQNH01000001_gene566
1527_NarI,Hyphomicrobiales | tr|A0A2W4SU84|A0A2W4SU84_9HYPH
1528_NarI,Hyphomicrobiales | tr|A0A3S0E7H8|A0A3S0E7H8_9HYPH
1529_NarI,Hyphomicrobiales | tr|A0A6G6WNB2|A0A6G6WNB2_9HYPH
1530_NarI,Hyphomicrobiales | tr|A0A7C2M0E3|A0A7C2M0E3_9HYPH
1531_NarI,Hyphomicrobiales | tr|A0A7C4TNY8|A0A7C4TNY8_9HYPH
1532_NarI,Hyphomicrobiales | tr|A0A7V6ZHH3|A0A7V6ZHH3_9HYPH
1533_NarI,Hyphomicrobiales | tr|A0A7W2BT96|A0A7W2BT96_9HYPH
1534_NarI,Hyphomicrobiales | tr|A0A833GHU1|A0A833GHU1_9HYPH
1535_NarI,Hyphomicrobiales | tr|A0A8I1P6H6|A0A8I1P6H6_9HYPH
1536_NarI,Hyphomicrobiales | tr|A0A8I1PAH7|A0A8I1PAH7_9HYPH
1537_NarI,Alsobacter soli | tr|A0A2T1HWW2|A0A2T1HWW2_9HYPH
1538_NarI,Martelella mediterranea DSM 17316 | 1122214.AQWH01000007_gene1789
1539_NarI,Methylocella silvestris BL2 | 395965.Msil_1507
1540_NarI,Methylovirgula sp. 4M-Z18 | tr|A0A371WS55|A0A371WS55_9HYPH
1541_NarI,Methylovirgula sp. HY1 | tr|A0A8F8EVX6|A0A8F8EVX6_9HYPH
1542_NarI,Afipia birgiae 34632 | 1197906.CAJQ02000024_gene1377
1543_NarI,Afipia carboxidovorans OM5 | 504832.OCAR_5046
1544_NarI,Afipia felis ATCC 53690 | 883080.HMPREF9697_03522
1545_NarI,Afipia sp. 1NLS2 | 666684.AfiDRAFT_0427
1546_NarI,Bradyrhizobium elkanii USDA 76 | 398525.KB900701_gene7811
1547_NarI,Bradyrhizobium japonicum in8p8 | 1304878.AUGD01000033_gene3251
1548_NarI,Bradyrhizobium murdochi | 1038859.AXAU01000001_gene2656
1549_NarI,Bradyrhizobium sp. C9 | tr|A0A2A6NLX3|A0A2A6NLX3_9BRAD
1550_NarI,Nitrobacter hamburgensis X14 | 323097.Nham_3445
1551_NarI,Nitrobacter winogradskyi Nb-255 | 323098.Nwi_0778
1552_NarI,Brucella anthropi ATCC 49188 | 439375.Oant_2894
1553_NarI,Brucella intermedia | tr|C4WLQ7|C4WLQ7_9HYPH
1554_NarI,Brucella melitensis bv. 1 str. 16M | 224914.BMEII0953
1555_NarI,Ochrobactrum rhizosphaerae SJY1 | 1437448.AZRT01000001_gene1104
1556_NarI,Brucella thiophenivorans | tr|A0A256FK01|A0A256FK01_9HYPH
1557_NarI,Hyphomicrobiaceae | tr|A0A6N6STR1|A0A6N6STR1_9HYPH
1558_NarI,Aquabacter sp. L1I39 | tr|A0A8A7CUF9|A0A8A7CUF9_9HYPH
1559_NarI,Hyphomicrobium denitrificans ATCC 51888 | 582899.Hden_0929
1560_NarI,Hyphomicrobium denitrificans 1NES1 | 670307.HYPDE_33173
1561_NarI,Hyphomicrobium sp. | tr|A0A2S5P474|A0A2S5P474_HYPSQ
1562_NarI,Hyphomicrobium sp. | tr|A0A6I0EL30|A0A6I0EL30_HYPSQ
1563_NarI,Hyphomicrobium sp. MC1 | 717785.HYPMC_3249
1564_NarI,Hyphomicrobium zavarzinii ATCC 27496 | 1267005.KB911262_gene3232
1565_NarI,Hyphomicrobium zavarzinii ATCC 27496 | 1267005.KB911266_gene1224
1566_NarI,Rhodomicrobium vannielii ATCC 17100 | 648757.Rvan_0594
1567_NarI,Bauldia sp. | tr|A0A833G643|A0A833G643_9HYPH
1568_NarI,Methylobacterium nodulans ORS 2060 | 460265.Mnod_2125
1569_NarI,Methylobacterium oryzae CBMB20 | 693986.MOC_3000
1570_NarI,Methylobacterium sp. 4-46 | 426117.M446_5681
1571_NarI,Methylobacterium sp. DM1 | tr|A0A2U8HW86|A0A2U8HW86_9HYPH
1572_NarI,Methylobacterium sp. P1-11 | tr|A0A5A8A5U7|A0A5A8A5U7_9HYPH
1573_NarI,Phreatobacter sp. NMCR1094 | tr|A0A4D7QIK5|A0A4D7QIK5_9HYPH
1574_NarI,Phyllobacteriaceae | tr|A0A847JK30|A0A847JK30_9HYPH
1575_NarI,Aquamicrobium defluvii | 69279.BG36_12935
1576_NarI,Aquamicrobium defluvii | 69279.BG36_14020
1577_NarI,Hoeflea sp. BAL378 | 1547437.LL06_19330
1578_NarI,Mesorhizobium composti | tr|A0A4S4A9A8|A0A4S4A9A8_9HYPH
1579_NarI,Mesorhizobium denitrificans | tr|A0A371XEB6|A0A371XEB6_9HYPH
1580_NarI,Mesorhizobium hawassense | tr|A0A330HZ30|A0A330HZ30_9HYPH
1581_NarI,Mesorhizobium sp. | tr|A0A3S3DZV8|A0A3S3DZV8_9HYPH
1582_NarI,Mesorhizobium sp. | tr|A0A440N5U0|A0A440N5U0_9HYPH
1583_NarI,Mesorhizobium sp. | tr|A0A442GE33|A0A442GE33_9HYPH
1584_NarI,Mesorhizobium sp. | tr|A0A442I3M9|A0A442I3M9_9HYPH
1585_NarI,Mesorhizobium sp. | tr|A0A528E248|A0A528E248_9HYPH
1586_NarI,Mesorhizobium sp. B2-1-8 | tr|A0A504A7D0|A0A504A7D0_9HYPH
1587_NarI,Mesorhizobium sp. B2-4-19 | tr|A0A503HFQ2|A0A503HFQ2_9HYPH
1588_NarI,Mesorhizobium sp. B2-6-2 | tr|A0A503B4I5|A0A503B4I5_9HYPH
1589_NarI,Mesorhizobium sp. M1A.F.Ca.IN.022.07.1.1 | tr|A0A5Q8CCV2|A0A5Q8CCV2_9HYPH
1590_NarI,Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1 | tr|A0A3Q8YJF4|A0A3Q8YJF4_9HYPH
1591_NarI,Mesorhizobium sp. M2C.T.Ca.TU.009.01.2.1 | tr|A0A3S1F8L0|A0A3S1F8L0_9HYPH
1592_NarI,Mesorhizobium sp. M2E.F.Ca.ET.166.01.1.1 | tr|A0A4S0W242|A0A4S0W242_9HYPH
1593_NarI,Phyllobacterium phragmitis | tr|A0A2S9IMW8|A0A2S9IMW8_9HYPH
1594_NarI,Pseudaminobacter salicylatoxidans KCT001 | 1192868.CAIU01000009_gene1210
1595_NarI,Pleomorphomonas koreensis DSM 23070 | 1122962.AULH01000012_gene684
1596_NarI,Pleomorphomonas oryzae DSM 16300 | 1122963.AUHB01000021_gene2233
1597_NarI,Reyranella massiliensis 521 | 1205680.CAKO01000002_gene2732
1598_NarI,Rhizobiaceae | tr|A0A522SKW1|A0A522SKW1_9HYPH
1599_NarI,Ciceribacter selenitireducens ATCC BAA-1503 | 1336235.JAEG01000028_gene2635
1600_NarI,Rhizobium jaguaris | tr|A0A387G5S4|A0A387G5S4_9HYPH
1601_NarI,Rhizobium sp. OK494 | 1500306.JQLA01000003_gene4309
1602_NarI,Fodinicurvata fenggangensis DSM 21160 | 570967.JMLV01000004_gene568
1603_NarI,Fodinicurvata sediminis DSM 21159 | 570952.ATVH01000015_gene1243
1604_NarI,Rhodovibrio salinarum DSM 9154 | 1089552.KI911559_gene3044
1605_NarI,Salinarimonas rosea DSM 21201 | 1123229.AUBC01000028_gene2265
